first name,Email ID,Quantity,Events,Attendee Status,College Unknownme,How did you come to know about this event?,how do you know about this event ?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,dummy family income,family income in lakh,Expected salary (Lakh),Leadership- skills
ashlesha,ashlesha@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2023,Bhopal,9,6,0-2 Lakh,0-2 ,2,19,no
bijay,bijay@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Students,2024,Dhar,7.2,3,0-2 Lakh,0-2 ,2,18,no
zainab,zainab@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Unknown,Unknown,,Students,2025,Indore,8.5,5,0-2 Lakh,0-2 ,2,23,no
ramani,ramani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2025,Guna,6.5,3,0-2 Lakh,0-2 ,2,5,no
nil,nil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Unknown,Unknown,,Students,2023,Gwalior,6.6,8,0-2 Lakh,0-2 ,2,8,no
kaushani,kaushani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and maUnknowngement ,Unknown,Unknown,,Students,2024,Narwar,9.5,6,0-2 Lakh,0-2 ,2,20,yes
dnyaneshwar,dnyaneshwar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,Students,2023,Orchha,8.1,5,0-2 Lakh,0-2 ,2,9,yes
yukta,yukta@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Unknown,Unknown,,Students,2024,Sagar,9.7,3,0-2 Lakh,0-2 ,2,17,no 
c,c@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Unknown,Unknown,,Students,2025,Vidisha,7.6,8,0-2 Lakh,0-2 ,2,15,yes
bedanga,bedanga@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2025,Akola,7.8,8,0-2 Lakh,0-2 ,2,19,no
aswini,aswini@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2024,Aurangabad,7.9,8,0-2 Lakh,0-2 ,2,18,no
harshini,harshini@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2023,Bhsawal,8.7,5,0-2 Lakh,0-2 ,2,23,yes
nihar,nihar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2025,Dhule,8.6,8,0-2 Lakh,0-2 ,2,7,no
jayshree,jayshree@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"thakur institute of maUnknowngement studies, career development & research - [timscdr]",Unknown,Unknown,,Students,2025,Jalgaon,8.5,8,0-2 Lakh,0-2 ,2,13,no
oad,oad@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2024,Thane,7.7,8,0-2 Lakh,0-2 ,2,25,yes
rakhi,rakhi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2023,Navi Mumbai,7.5,6,0-2 Lakh,0-2 ,2,22,yes
sudheer chandra,sudheerchandra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,Unknown,Unknown,,Students,2025,Nagpur,7.6,8,0-2 Lakh,0-2 ,2,9,no 
mugdal,mugdal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Unknown,Unknown,,Students,2023,Nanded,7.3,3,0-2 Lakh,0-2 ,2,20,yes
ch.manikantareddy,ch.manikantareddy@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2025,Kolhapur,7.3,8,0-2 Lakh,0-2 ,2,15,yes
bujunuru sai,bujunurusai@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Unknown,Unknown,,Students,2024,Karli,9.4,3,0-2 Lakh,0-2 ,2,17,no
chinni,chinni@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,Unknown,Unknown,,Students,2026,Matheran,6.6,8,0-2 Lakh,0-2 ,2,19,no
indrasenareddy,indrasenareddy@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2024,Nashik,6.6,5,0-2 Lakh,0-2 ,2,13,no
surya,surya@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Unknown,Unknown,,Students,2023,Solapur,7.7,6,0-2 Lakh,0-2 ,2,12,no
adarsh,adarsh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2025,Satara,8.1,3,0-2 Lakh,0-2 ,2,10,no
aditi,aditi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2025,Sangli,7.9,8,0-2 Lakh,0-2 ,2,10,no
yekanthavasan,yekanthavasan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2024,Sangola,7.1,6,0-2 Lakh,0-2 ,2,10,no
prajapat,prajapat@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2026,Wardha,8.3,5,0-2 Lakh,0-2 ,2,15,no
tadhani,tadhani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2023,Ulhasnagar,7.7,8,0-2 Lakh,0-2 ,2,12,yes
aghera,aghera@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Unknown,Unknown,,Students,2024,Puri,9.4,5,0-2 Lakh,0-2 ,2,9,no 
md.,md.@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2025,konark,6.8,3,0-2 Lakh,0-2 ,2,9,yes
zeel,zeel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Unknown,Unknown,,Students,2023,Cuttack,6.7,6,0-2 Lakh,0-2 ,2,8,yes
miroliya,miroliya@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and maUnknowngement ,Unknown,Unknown,,Students,2025,Baleshwar,7.9,5,0-2 Lakh,0-2 ,2,7,no
samruddhi,samruddhi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,Students,2026,Mahe,9.3,6,0-2 Lakh,0-2 ,2,21,no
rana,rana@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2023,Sangrur,8.3,5,0-2 Lakh,0-2 ,2,21,no
hrishikesh,hrishikesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Unknown,Unknown,,Students,2025,Amer,8.1,6,0-2 Lakh,0-2 ,2,7,no
bhumik,bhumik@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2024,Jaipur,7.5,6,0-2 Lakh,0-2 ,2,13,yes
preksha,preksha@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Unknown,Unknown,,Students,2024,Jalor,7.9,3,0-2 Lakh,0-2 ,2,24,yes
gangineni venkata,ganginenivenkata@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2023,Jodhpur,9.6,5,0-2 Lakh,0-2 ,2,11,no 
lukman,lukman@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane Unknownvi mumbai,Unknown,Unknown,,Students,2025,Pali,7.3,8,0-2 Lakh,0-2 ,2,8,yes
anjana,anjana@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2023,Gangtok,7.6,3,0-2 Lakh,0-2 ,2,8,no
gajrotar,gajrotar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekaUnknownnda technical university teaching department bhilai,Unknown,Unknown,,Students,2026,Hyderbad,8,6,0-2 Lakh,0-2 ,2,7,no
nihal,nihal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Unknown,Unknown,,Students,2023,Agartala,9.1,3,0-2 Lakh,0-2 ,2,21,no
jaykumar,jaykumar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Unknown,Unknown,,Students,2024,Aligarh,7.1,8,0-2 Lakh,0-2 ,2,24,no
jaiswal,jaiswal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2025,Ghazipur,9.5,6,7 Lakh+,7,7,19,no
akshinsinh,akshinsinh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2026,Ghaziabad,9.2,8,0-2 Lakh,0-2 ,2,21,yes
charmi,charmi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2024,Gonda,7.9,8,5-7 Lakh,05-Jul,7,17,yes
aastha,aastha@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,Unknown,Unknown,,Students,2023,Hamirpur,7.3,6,0-2 Lakh,0-2 ,2,9,no 
prasad,prasad@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Unknown,Unknown,,Students,2024,Deoria,7.8,3,0-2 Lakh,0-2 ,2,8,yes
vraj,vraj@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Unknown,Unknown,,Students,2025,Budaun,9.1,8,2-5 Lakh,02-May,5,29,yes
hemil,hemil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Unknown,Unknown,,Students,2023,Mainpuri,7.3,5,0-2 Lakh,0-2 ,2,9,no
shitij,shitij@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Unknown,Unknown,,Students,2024,Varanasi,7.9,6,0-2 Lakh,0-2 ,2,17,no
dirgh,dirgh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2025,Alipore,7.6,3,0-2 Lakh,0-2 ,2,11,no
utkarsha,utkarsha@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and maUnknowngement ,Unknown,Unknown,,Students,2024,Durgapur,6.4,5,0-2 Lakh,0-2 ,2,19,yes
krishan,krishan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekaUnknownnda technical university teaching department bhilai,Unknown,Unknown,,Students,2025,Titagrah,8.7,3,2-5 Lakh,02-May,5,9,no
ajay,ajay@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Unknown,Unknown,,Students,2024,Sagar,8.8,5,2-5 Lakh,02-May,5,15,no
samidha,samidha@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,Unknown,Unknown,,Students,2026,Vidisha,6.5,5,2-5 Lakh,02-May,5,13,no 
ghanshyam,ghanshyam@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Unknown,Unknown,,Students,2025,Akola,8.7,8,2-5 Lakh,02-May,5,11,no 
shriram,shriram@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, Unknownvi mumbai",Unknown,Unknown,,Students,2024,Aurangabad,9.1,8,0-2 Lakh,0-2 ,2,24,yes
veena ,veena@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2024,Bhandara,9.2,3,0-2 Lakh,0-2 ,2,10,yes
vikranth,vikranth@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, Unknowngpur ",Unknown,Unknown,,Students,2024,Nagpur,7.3,8,7 Lakh+,7,7,7,yes
jheanna mae,jheannamae@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Unknown,Unknown,,Students,2024,Jalor,8.7,8,0-2 Lakh,0-2 ,2,17,no
krishna,krishna@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhiUnknowngar,Unknown,Unknown,,Students,2024,Jhalwar,8.2,5,0-2 Lakh,0-2 ,2,11,no
smit,smit@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Unknown,Unknown,,Students,2025,Nadiad,7.4,8,0-2 Lakh,0-2 ,2,17,no
arjun,arjun@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Unknown,Unknown,,Students,2024,Gonda,8.4,6,7 Lakh+,7,7,7,no
chaitra,chaitra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Unknown,Unknown,,Students,2025,Gonda,6.7,8,0-2 Lakh,0-2 ,2,8,yes
atharv,atharv@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Unknown,Unknown,,Students,2023,Gorakhpur,7.6,8,0-2 Lakh,0-2 ,2,9,yes
gunjan,gunjan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Unknown,Unknown,,Students,2023,Alipore,6.4,3,0-2 Lakh,0-2 ,2,8,no
arya,arya@xyz.com,1,The Agile Ways of Working,Attending,late g. n. sapkal college of engineering,Whatsapp,Whatsapp,,Students,2024,Satna,6.5,6,0-2 Lakh,0-2 ,2,5,no
namrata,namrata@xyz.com,1,The Agile Ways of Working,Attending,"mit academy of engineering ,alandi",Others,Others,,Students,2025,Vidisha,6.9,8,0-2 Lakh,0-2 ,2,9,yes
nandini,nandini@xyz.com,1,The Agile Ways of Working,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,Email,,Students,2024,Bid,8.7,5,0-2 Lakh,0-2 ,2,15,no
pawan,pawan@xyz.com,1,The Agile Ways of Working,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2023,Dhule,9,5,0-2 Lakh,0-2 ,2,18,no
om,om@xyz.com,1,The Agile Ways of Working,Attending,government polytechnic gandhiUnknowngar,Whatsapp,Whatsapp,,Students,2024,Patiala,7.6,3,0-2 Lakh,0-2 ,2,6,no 
panchal,panchal@xyz.com,1,The Agile Ways of Working,Attending,"kle society's college of bca, rls institute, belagavi",LinkedIn,LinkedIn,,Students,2026,Amer,8.5,5,0-2 Lakh,0-2 ,2,15,no
dr.,dr.@xyz.com,1,The Agile Ways of Working,Attending,"thakur institute of maUnknowngement studies, career development & research - [timscdr]",Cloud Counselage Website,Cloud Counselage Website,,Students,2023,Amreli,7.3,8,0-2 Lakh,0-2 ,2,20,no 
amruta,amruta@xyz.com,1,The Agile Ways of Working,Attending,lokmanya tilak college of engineering koparkhairane Unknownvi mumbai,Email | Cloud Counselage Website,Email ,,Students,2024,Dwarka,7.3,3,0-2 Lakh,0-2 ,2,21,no 
ragul,ragul@xyz.com,1,The Agile Ways of Working,Attending,a. c. patil college of engineering,Email,Email,,Students,2025,Gaya,9.3,6,0-2 Lakh,0-2 ,2,19,yes
sanskruti,sanskruti@xyz.com,1,The Agile Ways of Working,Attending,dkte society's textile and engineering institute ichalkaranji,Email,Email,,Students,2024,Kaithar,7.3,3,0-2 Lakh,0-2 ,2,18,no 
nupur,nupur@xyz.com,1,The Agile Ways of Working,Attending,st xavier's college ,Whatsapp,Whatsapp,,Students,2024,Chandigarh,8.5,3,0-2 Lakh,0-2 ,2,8,no
nishant,nishant@xyz.com,1,The SDLC & their transformations,Attending,"priyadarshini college of engineering, Unknowngpur ",Facebook,Facebook,,Students,2024,Kochi,8.5,8,0-2 Lakh,0-2 ,2,9,no
soumitra,soumitra@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,Whatsapp,,Students,2025,Jamalpur,9.6,3,0-2 Lakh,0-2 ,2,7,no
damini,damini@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Unknowngpur ",Whatsapp,Whatsapp,,Students,2024,Chandigarh,9.9,3,0-2 Lakh,0-2 ,2,12,no
gauravsing,gauravsing@xyz.com,1,Art of Resume Building,Attending,Silicon Institute of Technology,Whatsapp | Cloud Counselage Website,Whatsapp ,,Students,2023,Durg,7.6,7,2-5 Lakh,02-May,5,20,no 
dhanshri ,dhanshri@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website,Youtube ,,Students,2023,Jamnagar,7.7,5,0-2 Lakh,0-2 ,2,23,yes
pritish,pritish@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Unknowngpur ",Email,Email,,Students,2023,Nadiad,7.7,3,2-5 Lakh,02-May,5,8,yes
balasubramani,balasubramani@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and MaUnknowngement ,Facebook,Facebook,,Students,2025,Okha,9.2,4,7 Lakh+,7,7,18,no
rasika,rasika@xyz.com,1,Art of Resume Building,Attending,Late G. N. Sapkal College Of Engineering,Whatsapp,Whatsapp,,Students,2024,Rajkot,7.6,7,0-2 Lakh,0-2 ,2,23,no
param,param@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Whatsapp,Whatsapp,,Students,2025,Panipat,7.6,5,0-2 Lakh,0-2 ,2,12,no 
lucifer,lucifer@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Youtube,Youtube,,Students,2025,Shimla,6.6,3,7 Lakh+,7,7,9,no
upasana,upasana@xyz.com,1,Art of Resume Building,Attending,D Y PATIL INSTITUTE OF MCA AND MAUnknownGEMENT AKURDI PUNE,Email,Email,,Students,2024,Baramula,9.7,5,0-2 Lakh,0-2 ,2,17,yes
vrinda,vrinda@xyz.com,1,Art of Resume Building,Attending,Pillai College of Engineering New Panvel,Others,Others,Institute,Students,2025,Jammu,7.6,5,0-2 Lakh,0-2 ,2,11,yes
sagarika,sagarika@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Email,Email,,Students,2026,Rajouri,7.9,3,0-2 Lakh,0-2 ,2,10,no
subhashchandra,subhashchandra@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHIUnknownGAR,Others,Others,College,Students,2023,Badmi,8.3,4,2-5 Lakh,02-May,5,15,yes
hanmant,hanmant@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Others,Others,College,Students,2023,Bengaluru,8.6,7,7 Lakh+,7,7,20,no
nimish,nimish@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Whatsapp,Whatsapp,,Students,2024,Belgavi,8.5,4,0-2 Lakh,0-2 ,2,21,no
viki,viki@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Unknowngpur ",Others,Others,College,Students,2024,Bidar,9.1,4,0-2 Lakh,0-2 ,2,9,no
avantika,avantika@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Email,Email,,Students,2024,Kollam,7.3,7,7 Lakh+,7,7,5,no 
apurv ,apurv@xyz.com,1,Art of Resume Building,Unknown,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE UnknownVI MUMBAI,Whatsapp,Whatsapp,,Students,2024,Gwalior,7.7,7,0-2 Lakh,0-2 ,2,9,yes
pranit,pranit@xyz.com,1,Art of Resume Building,Attending,Silicon Institute of Technology,Whatsapp | Email,Whatsapp ,,Students,2023,Satna,8.3,5,0-2 Lakh,0-2 ,2,11,no
zaid,zaid@xyz.com,1,Art of Resume Building,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,Email,,Students,2025,Mumbai,9.5,5,0-2 Lakh,0-2 ,2,18,no
harish,harish@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,Whatsapp,,Students,2024,Pune,7.3,5,0-2 Lakh,0-2 ,2,9,yes
neeta,neeta@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Others,Others,College,Students,2023,Sangli,8,4,0-2 Lakh,0-2 ,2,13,no
rupali ramteke,rupaliramteke@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,Whatsapp,,Students,2026,Wardha,9.1,3,0-2 Lakh,0-2 ,2,15,yes
diksha,diksha@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,Whatsapp,,Students,2025,Ulhasnagar,6.7,5,0-2 Lakh,0-2 ,2,19,no
chetansingh,chetansingh@xyz.com,1,Art of Resume Building,Attending,Don Bosco College of Engineering Fatorda Goa,Youtube | LinkedIn | Cloud Counselage Website,Youtube ,,Students,2026,Baleshwar,7.3,5,0-2 Lakh,0-2 ,2,7,yes
anjalee,anjalee@xyz.com,1,Art of Resume Building,Attending,Pillai College of Engineering New Panvel,Whatsapp,Whatsapp,,Students,2024,Mahe,7.3,4,0-2 Lakh,0-2 ,2,13,no 
